Case_ID,Investor_Narrative,Evidence_Span,Author_Portfolio,Author_Escalation,Consensus_Risk_Tolerance,Consensus_Risk_Capacity,Consensus_Liquidity_Need,Consensus_Suitability_Risk,Consensus_Portfolio,Consensus_Escalation,Agree_Count,Disagree_Count,Unsure_Count,Review_Flag
ILS-192,"I am 72 and I am describing my investment situation for an automated advisory service. My goal is to grow my savings quickly. I have several fixed expenses and only a small emergency reserve, and I may need to withdraw most of this account within the next nine months. I want a very high-return strategy even though I cannot afford a big setback. If the account dropped sharply, I would probably need to sell. I need advice because my desire for high return may not match my ability to absorb losses.","I have several fixed expenses and only a small emergency reserve; I may need to withdraw most of this account within the next nine months; I want a very high-return strategy even though I cannot afford a big setback; If the account dropped sharply, I would probably need to sell.",Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-193,"As a 31-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I have two goals at the same time: medical costs soon and financial independence later. I may need this money for a business deposit in the next year or two. I have a strong cash buffer and no major short-term debts. I am comfortable with moderate risk if the reason is clear, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Medical costs soon and financial independence later; I may need this money for a business deposit in the next year or two; I have a strong cash buffer and no major short-term debts,Human review,Yes,Inconsistent,High,High,High,Human review,Yes,2,2,0,No
ILS-194,"I am 46 and would like investment advice that reflects my goals and constraints. I want general wealth growth but do not want a very aggressive strategy. My salary is stable, although I have some family expenses, but also a modest emergency fund. This money is for long-term goals and I can leave it invested through market cycles. I am comfortable with moderate risk if the reason is clear, so I would prefer a portfolio that balances growth and stability.",I want general wealth growth but do not want a very aggressive strategy.; This money is for long-term goals and I can leave it invested through market cycles; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,Moderate,Low,Low,Balanced,No,4,0,0,No
ILS-195,"My situation is as follows: I am 72 and I want a portfolio recommendation based on my circumstances. I have two goals at the same time: medical costs soon and financial independence later. I am considering a home down payment within the next two years. I have several fixed expenses and only a small emergency reserve. I prefer a balanced approach rather than the highest possible return, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Medical costs soon and financial independence later; I am considering a home down payment within the next two years; I have several fixed expenses and only a small emergency reserve,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-196,"I am 34 and would like investment advice that reflects my goals and constraints. My goal is to grow my savings quickly. I recently changed jobs and do not have much cash set aside, and I may need this money for a business deposit in the next year or two. I want the most aggressive portfolio available because I need high returns quickly. I am not sure I could stay invested if markets fell. I need advice because my desire for high return may not match my ability to absorb losses.",I recently changed jobs and do not have much cash set aside; I may need this money for a business deposit in the next year or two; I want the most aggressive portfolio available because I need high returns quickly; I am not sure I could stay invested if markets fell.,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-197,"As a 38-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am unsure about my debts and cash needs over the next year. I have not reviewed my monthly budget recently. I do not know whether I should be conservative or aggressive. I would like the robo-adviser to recommend something, but I realize important information may still be missing.",I am unsure about my debts and cash needs over the next year; I have not reviewed my monthly budget recently; I do not know whether I should be conservative or aggressive,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-198,"My situation is as follows: I am 31 and I want a portfolio recommendation based on my circumstances. I may use some of the funds to reduce debt if rates stay high. I can save monthly, although I still have normal household commitments. I may need a large part of the money within eighteen months. I prefer avoiding losses even if returns are lower. I would accept lower returns if that reduces the chance of a meaningful loss.",I may use some of the funds to reduce debt if rates stay high.; I may need a large part of the money within eighteen months; I prefer avoiding losses even if returns are lower,Capital preservation,No,Low,Moderate,High,Medium,Capital preservation,No,4,0,0,No
ILS-199,"I am 46 and I am describing my investment situation for an automated advisory service. I want to increase my retirement savings quickly. I have a stable job, but my cash buffer is only moderate. I have no planned withdrawals from this account in the near future. Recent headlines make me feel I should invest aggressively immediately. I am asking for a recommendation, but I may be putting too much weight on recent market excitement.","I have a stable job, but my cash buffer is only moderate; I have no planned withdrawals from this account in the near future; Recent headlines make me feel I should invest aggressively immediately",Growth,No,High,Moderate,Low,Medium,Growth,No,3,0,1,No
ILS-200,"I am 55 and would like investment advice that reflects my goals and constraints. I have two goals at the same time: medical costs soon and financial independence later. I may need a large part of the money within eighteen months. I have a strong cash buffer and no major short-term debts. I am comfortable with large short-term swings, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Medical costs soon and financial independence later; I may need a large part of the money within eighteen months; I have a strong cash buffer and no major short-term debts,Human review,Yes,Inconsistent,High,High,High,Human review,Yes,2,2,0,No
ILS-201,"My situation is as follows: I am 64 and I want a portfolio recommendation based on my circumstances. My main goal is retirement planning more than fifteen years away. My income is predictable, and I have no high-interest debt and a separate emergency fund. This money is for long-term goals and I can leave it invested through market cycles. I am willing to accept higher risk for higher expected return, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","My main goal is retirement planning more than fifteen years away.; My income is predictable, and I have no high-interest debt and a separate emergency fund; This money is for long-term goals and I can leave it invested through market cycles; I am willing to accept higher risk for higher expected return",Aggressive growth,No,High,High,Low,Low,Growth,No,0,3,1,No
ILS-202,I am 28 and I am describing my investment situation for an automated advisory service. I want the account to support stable income rather than large capital gains. My income is irregular and my emergency fund is small. I want to keep access to the funds because a major expense is likely soon. I would rather earn less than see big swings. I would accept lower returns if that reduces the chance of a meaningful loss.,I want the account to support stable income rather than large capital gains.; I want to keep access to the funds because a major expense is likely soon; I would rather earn less than see big swings,Capital preservation,No,Low,Low,High,Medium,Capital preservation,No,4,0,0,No
ILS-203,"As a 55-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am investing for retirement and would like steady long-term growth. My household income is steady, although my debt is manageable, but I would not want a large loss right before a major expense. I want some flexibility in case a family expense appears within the next four years. I can tolerate normal market fluctuations, so I would prefer a portfolio that balances growth and stability.",I am investing for retirement and would like steady long-term growth.; I want some flexibility in case a family expense appears within the next four years; I can tolerate normal market fluctuations,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-204,"I am 31 and I am describing my investment situation for an automated advisory service. I have two goals at the same time: a home down payment soon and long-term wealth growth later. I may need the money within six months. I have several fixed expenses and only a small emergency reserve. I do not panic when markets move sharply, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",A home down payment soon and long-term wealth growth later; I may need the money within six months; I have several fixed expenses and only a small emergency reserve,Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-205,"I am 60 and I am describing my investment situation for an automated advisory service. I do not know how much of this account I might need. My income may change, but I cannot estimate by how much. I might want growth, but I also do not want unpleasant surprises. I would like the robo-adviser to recommend something, but I realize important information may still be missing.","I do not know how much of this account I might need; My income may change, but I cannot estimate by how much; I might want growth, but I also do not want unpleasant surprises",Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-206,I am 70 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. My emergency savings are already funded and this money is not needed for bills. I want some flexibility in case a family expense appears within the next four years. I become very uncomfortable when my account falls even a little. I prefer stability and clear explanation over maximum growth.,Reliable income and avoid a large drawdown; I want some flexibility in case a family expense appears within the next four years; I become very uncomfortable when my account falls even a little,Conservative,No,Low,High,Moderate,Low,Conservative,No,4,0,0,No
ILS-207,"I am 72 and I am describing my investment situation for an automated advisory service. My main goal is long-term wealth growth. I have stable income, manageable debt, and cash reserves outside this account. I have no planned withdrawals from this account in the near future. I became frightened by volatility and stopped investing for a while. I would like a reasonable return, but I know I react badly to losses.","I became frightened by volatility and stopped investing for a while; I would like a reasonable return, but I know I react badly to losses.",Balanced,No,Low,High,Low,Medium,Conservative,No,0,4,0,No
ILS-208,"My situation is as follows: I am 72 and I want a portfolio recommendation based on my circumstances. I am approaching retirement and want to protect what I have accumulated. I can save monthly, although I still have normal household commitments. I expect to use part of the funds for tuition in about two years. I become very uncomfortable when my account falls even a little. I would accept lower returns if that reduces the chance of a meaningful loss.",I am approaching retirement and want to protect what I have accumulated.; I expect to use part of the funds for tuition in about two years; I become very uncomfortable when my account falls even a little,Capital preservation,No,Low,Moderate,High,Medium,Capital preservation,No,4,0,0,No
ILS-209,"My situation is as follows: I am 38 and I want a portfolio recommendation based on my circumstances. My main goal is retirement. My emergency savings are already funded and this money is not needed for bills. I can leave the funds invested for a long period. During the last market decline I sold funds at a loss because I panicked. I say I want growth, but my past behavior makes me uncertain.","During the last market decline I sold funds at a loss because I panicked; I say I want growth, but my past behavior makes me uncertain.",Balanced,No,Inconsistent,High,Low,Medium,Conservative,No,0,4,0,No
ILS-210,I am 58 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. My emergency savings are already funded and this money is not needed for bills. I may use part of the money in three to five years. I can tolerate normal market fluctuations. I prefer stability and clear explanation over maximum growth.,Reliable income and avoid a large drawdown; I may use part of the money in three to five years; I can tolerate normal market fluctuations,Balanced,No,Moderate,High,Moderate,Low,Balanced,No,4,0,0,No
ILS-211,"As a 60-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I cannot estimate my future income yet. I have not reviewed my monthly budget recently. I am unsure how much volatility I could accept. I would like the robo-adviser to recommend something, but I realize important information may still be missing.",I cannot estimate my future income yet; I have not reviewed my monthly budget recently; I am unsure how much volatility I could accept,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-212,"I am 28 and would like investment advice that reflects my goals and constraints. The main goal is covering possible healthcare costs. I may need to withdraw most of this account within the next nine months. I have several fixed expenses and only a small emergency reserve. I am comfortable with moderate risk if the reason is clear. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.",The main goal is covering possible healthcare costs.; I may need to withdraw most of this account within the next nine months; I have several fixed expenses and only a small emergency reserve,Human review,Yes,Moderate,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-213,I am 28 and I am describing my investment situation for an automated advisory service. I may use some of the funds to reduce debt if rates stay high. I have a mortgage but my income covers regular expenses. I might need a portion of the funds for a home improvement project in a few years. I get anxious during market declines. I would accept lower returns if that reduces the chance of a meaningful loss.,I may use some of the funds to reduce debt if rates stay high.; I might need a portion of the funds for a home improvement project in a few years; I get anxious during market declines,Capital preservation,No,Low,Moderate,Moderate,Medium,Capital preservation,No,4,0,0,No
ILS-214,"I am 72 and I am describing my investment situation for an automated advisory service. I am dealing with a medical issue that could create large bills. My household depends mostly on one unstable income, and I need access to cash this year for medical expenses. I do not really understand the difference between stocks and bonds. I should probably not rely only on an automated recommendation unless the case is reviewed carefully.",I am dealing with a medical issue that could create large bills; I need access to cash this year for medical expenses; I do not really understand the difference between stocks and bonds,Human review,Yes,Low,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-215,I am 70 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have no high-interest debt and a separate emergency fund. I may need this money for a business deposit in the next year or two. I prefer a balanced approach rather than the highest possible return. I prefer stability and clear explanation over maximum growth.,Reliable income and avoid a large drawdown; I may need this money for a business deposit in the next year or two; I prefer a balanced approach rather than the highest possible return,Conservative,No,Moderate,High,High,Low,Conservative,No,4,0,0,No
ILS-216,I am 61 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have no high-interest debt and a separate emergency fund. I want some flexibility in case a family expense appears within the next four years. I am comfortable with moderate risk if the reason is clear. I prefer stability and clear explanation over maximum growth.,Reliable income and avoid a large drawdown; I want some flexibility in case a family expense appears within the next four years; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,High,Moderate,Low,Balanced,No,4,0,0,No
ILS-217,My situation is as follows: I am 34 and I want a portfolio recommendation based on my circumstances. I want the account to support stable income rather than large capital gains. I have several fixed expenses and only a small emergency reserve. I am considering a home down payment within the next two years. I become very uncomfortable when my account falls even a little. I would accept lower returns if that reduces the chance of a meaningful loss.,I want the account to support stable income rather than large capital gains.; I am considering a home down payment within the next two years; I become very uncomfortable when my account falls even a little,Capital preservation,No,Low,Low,High,Medium,Capital preservation,No,4,0,0,No
ILS-218,"I am 64 and would like investment advice that reflects my goals and constraints. I am trying to grow funds for a future home purchase. My household depends mostly on one unstable income, and I may need to withdraw most of this account within the next nine months. I want a very high-return strategy even though I cannot afford a big setback. At the same time, I cannot tolerate losing much of this money. I need advice because my desire for high return may not match my ability to absorb losses.","My household depends mostly on one unstable income; I may need to withdraw most of this account within the next nine months; I want a very high-return strategy even though I cannot afford a big setback; At the same time, I cannot tolerate losing much of this money.",Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-219,"I am 64 and would like investment advice that reflects my goals and constraints. I want this account to grow over the long run. My salary is stable, and I have no high-interest debt and a separate emergency fund. I do not expect to withdraw this money for at least ten years. I can accept some ups and downs but not extreme losses, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","I want this account to grow over the long run.; My salary is stable, and I have no high-interest debt and a separate emergency fund; I do not expect to withdraw this money for at least ten years; I can accept some ups and downs but not extreme losses",Growth,No,Moderate,High,Low,Low,Growth,No,3,0,1,No
ILS-220,"I am 34 and I am describing my investment situation for an automated advisory service. My main goal is retirement planning more than fifteen years away. My household income is steady, and my emergency savings are already funded and this money is not needed for bills. I have no planned withdrawals from this account in the near future. I do not panic when markets move sharply, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","My main goal is retirement planning more than fifteen years away.; My household income is steady, and my emergency savings are already funded and this money is not needed for bills; I have no planned withdrawals from this account in the near future; I do not panic when markets move sharply",Aggressive growth,No,High,High,Low,Low,Aggressive growth,No,3,0,1,No
ILS-221,"I am 42 and would like investment advice that reflects my goals and constraints. This account is for retirement rather than short-term spending. I have a secure full-time job, and I have stable income, manageable debt, and cash reserves outside this account. I have no planned withdrawals from this account in the near future. I do not panic when markets move sharply, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","This account is for retirement rather than short-term spending.; I have a secure full-time job, and I have stable income, manageable debt, and cash reserves outside this account; I have no planned withdrawals from this account in the near future; I do not panic when markets move sharply",Aggressive growth,No,High,High,Low,Low,Aggressive growth,No,3,0,1,No
ILS-222,"My situation is as follows: I am 55 and I want a portfolio recommendation based on my circumstances. My goal is to grow my savings quickly. I recently changed jobs and do not have much cash set aside, and I may need to withdraw most of this account within the next nine months. I would like to take a lot of risk so the account can grow fast. A major loss would create serious stress for my household. I need advice because my desire for high return may not match my ability to absorb losses.",I recently changed jobs and do not have much cash set aside; I may need to withdraw most of this account within the next nine months; I would like to take a lot of risk so the account can grow fast; A major loss would create serious stress for my household.,Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-223,"I am 64 and would like investment advice that reflects my goals and constraints. My main goal is long-term wealth growth. I have a stable job, but my cash buffer is only moderate. I could withdraw a small portion in the medium term. I usually say I can take risk, but I sold quickly during the last downturn. I would like a reasonable return, but I know I react badly to losses.","I usually say I can take risk, but I sold quickly during the last downturn; I would like a reasonable return, but I know I react badly to losses.",Conservative,No,Low,Moderate,Moderate,Medium,Conservative,No,4,0,0,No
ILS-224,"I am 72 and would like investment advice that reflects my goals and constraints. I want general wealth growth but do not want a very aggressive strategy. My income is predictable, although my debt is manageable, but I would not want a large loss right before a major expense. This money is for long-term goals and I can leave it invested through market cycles. I can accept some ups and downs but not extreme losses, so I would prefer a portfolio that balances growth and stability.",I want general wealth growth but do not want a very aggressive strategy.; This money is for long-term goals and I can leave it invested through market cycles; I can accept some ups and downs but not extreme losses,Balanced,No,Moderate,Moderate,Low,Low,Balanced,No,4,0,0,No
ILS-225,"I am 46 and I am describing my investment situation for an automated advisory service. I am dealing with a medical issue that could create large bills. I still carry high-interest debt and have limited savings, and this money may be needed for rent and family expenses very soon. I would rather earn less than see big swings. I should probably not rely only on an automated recommendation unless the case is reviewed carefully.",I am dealing with a medical issue that could create large bills; This money may be needed for rent and family expenses very soon; I would rather earn less than see big swings,Human review,Yes,Low,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-226,"As a 55-year-old retail investor, I want the system to understand my situation before recommending a portfolio. The main goal is a business deposit. I expect to use part of the funds for tuition in about two years. I have a stable job, but my cash buffer is only moderate. I would rather earn less than see big swings. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.","The main goal is a business deposit.; I expect to use part of the funds for tuition in about two years; I have a stable job, but my cash buffer is only moderate",Capital preservation,No,Low,Moderate,High,Medium,Capital preservation,No,4,0,0,No
ILS-227,"I am 60 and I am describing my investment situation for an automated advisory service. My main goal is long-term wealth accumulation. My income is predictable, and I have stable income, manageable debt, and cash reserves outside this account. I do not expect to withdraw this money for at least ten years. I do not panic when markets move sharply, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","My main goal is long-term wealth accumulation.; My income is predictable, and I have stable income, manageable debt, and cash reserves outside this account; I do not expect to withdraw this money for at least ten years; I do not panic when markets move sharply",Aggressive growth,No,High,High,Low,Low,Aggressive growth,No,3,0,1,No
ILS-228,"My situation is as follows: I am 28 and I want a portfolio recommendation based on my circumstances. My main goal is retirement. I have some family expenses, but also a modest emergency fund. I will not need this account for everyday expenses. When markets fell, I moved everything to cash and later regretted it. I would like a reasonable return, but I know I react badly to losses.","When markets fell, I moved everything to cash and later regretted it; I would like a reasonable return, but I know I react badly to losses.",Balanced,No,Low,Moderate,Low,Medium,Conservative,No,0,4,0,No
ILS-229,"As a 38-year-old retail investor, I want the system to understand my situation before recommending a portfolio. My retirement savings are behind schedule. I have several fixed expenses and only a small emergency reserve, and I expect to use part of the funds for tuition in about two years. I would like to take a lot of risk so the account can grow fast. At the same time, I cannot tolerate losing much of this money. I need advice because my desire for high return may not match my ability to absorb losses.","I have several fixed expenses and only a small emergency reserve; I expect to use part of the funds for tuition in about two years; I would like to take a lot of risk so the account can grow fast; At the same time, I cannot tolerate losing much of this money.",Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-230,"I am 68 and I am describing my investment situation for an automated advisory service. I want general wealth growth but do not want a very aggressive strategy. My salary is stable, although my debt is manageable, but I would not want a large loss right before a major expense. I want some flexibility in case a family expense appears within the next four years. I can accept some ups and downs but not extreme losses, so I would prefer a portfolio that balances growth and stability.",I want general wealth growth but do not want a very aggressive strategy.; I want some flexibility in case a family expense appears within the next four years; I can accept some ups and downs but not extreme losses,Growth,No,Moderate,Moderate,Moderate,Low,Balanced,No,0,4,0,No
ILS-231,"My situation is as follows: I am 55 and I want a portfolio recommendation based on my circumstances. I want to build wealth faster than I have so far. My emergency savings are already funded and this money is not needed for bills. I can leave the funds invested for a long period. Recent headlines make me feel I should invest aggressively immediately. I am asking for a recommendation, but I may be putting too much weight on recent market excitement.",My emergency savings are already funded and this money is not needed for bills; I can leave the funds invested for a long period; Recent headlines make me feel I should invest aggressively immediately,Growth,No,High,High,Low,Medium,Growth,No,3,0,1,No
ILS-232,My situation is as follows: I am 72 and I want a portfolio recommendation based on my circumstances. I am approaching retirement and want to protect what I have accumulated. My household depends mostly on one unstable income. I may need this money for a business deposit in the next year or two. I prefer avoiding losses even if returns are lower. I would accept lower returns if that reduces the chance of a meaningful loss.,I am approaching retirement and want to protect what I have accumulated.; I may need this money for a business deposit in the next year or two; I prefer avoiding losses even if returns are lower,Capital preservation,No,Low,Low,High,Medium,Capital preservation,No,4,0,0,No
ILS-233,"As a 38-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I have two goals at the same time: tuition soon and retirement later. I may need the money within six months. I have some family expenses, but also a modest emergency fund. I prefer a balanced approach rather than the highest possible return, but I am unsure whether one portfolio can serve both the short-term and long-term goals.","Tuition soon and retirement later; I may need the money within six months; I have some family expenses, but also a modest emergency fund",Human review,Yes,Inconsistent,Moderate,Urgent,High,Human review,Yes,4,0,0,No
ILS-234,"My situation is as follows: I am 46 and I want a portfolio recommendation based on my circumstances. The main goal is a business deposit. I may need to withdraw most of this account within the next nine months. I have some family expenses, but also a modest emergency fund. I want growth but with a controlled level of volatility. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.","The main goal is a business deposit.; I may need to withdraw most of this account within the next nine months; I have some family expenses, but also a modest emergency fund",Human review,Yes,Moderate,Moderate,Urgent,High,Human review,Yes,4,0,0,No
ILS-235,"I am 38 and would like investment advice that reflects my goals and constraints. I have two goals at the same time: tuition soon and future family security later. I want to keep access to the funds because a major expense is likely soon. I have several fixed expenses and only a small emergency reserve. I am comfortable with large short-term swings, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Tuition soon and future family security later; I want to keep access to the funds because a major expense is likely soon; I have several fixed expenses and only a small emergency reserve,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-236,"I am 34 and I am describing my investment situation for an automated advisory service. My main goal is saving for education expenses. I can save monthly, although I still have normal household commitments. This money is for long-term goals and I can leave it invested through market cycles. I usually say I can take risk, but I sold quickly during the last downturn. I say I want growth, but my past behavior makes me uncertain.","I usually say I can take risk, but I sold quickly during the last downturn; I say I want growth, but my past behavior makes me uncertain.",Balanced,No,Inconsistent,Moderate,Low,Medium,Conservative,No,0,4,0,No
ILS-237,"I am 55 and would like investment advice that reflects my goals and constraints. My main goal is saving for education expenses. I have a strong cash buffer and no major short-term debts. This money is for long-term goals and I can leave it invested through market cycles. During the last market decline I sold funds at a loss because I panicked. I say I want growth, but my past behavior makes me uncertain.","During the last market decline I sold funds at a loss because I panicked; I say I want growth, but my past behavior makes me uncertain.",Balanced,No,Inconsistent,High,Low,Medium,Conservative,No,0,4,0,No
ILS-238,"I am 68 and I am describing my investment situation for an automated advisory service. I have two goals at the same time: medical costs soon and retirement later. I expect to use part of the funds for tuition in about two years. I still carry high-interest debt and have limited savings. I am comfortable with large short-term swings, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Medical costs soon and retirement later; I expect to use part of the funds for tuition in about two years; I still carry high-interest debt and have limited savings,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-239,I am 28 and would like investment advice that reflects my goals and constraints. My main goal is saving for education expenses. I have a strong cash buffer and no major short-term debts. I want some flexibility in case a family expense appears within the next four years. A previous loss made me exit the market at the worst moment. I want a portfolio that helps me avoid another emotional mistake.,A previous loss made me exit the market at the worst moment; I want a portfolio that helps me avoid another emotional mistake.,Balanced,No,Inconsistent,High,Moderate,Medium,Conservative,No,0,4,0,No
ILS-240,"I am 28 and I am describing my investment situation for an automated advisory service. I want general wealth growth but do not want a very aggressive strategy. I have stable consulting income, although I can save monthly, although I still have normal household commitments. I might need a portion of the funds for a home improvement project in a few years. I prefer a balanced approach rather than the highest possible return, so I would prefer a portfolio that balances growth and stability.",I want general wealth growth but do not want a very aggressive strategy.; I might need a portion of the funds for a home improvement project in a few years; I prefer a balanced approach rather than the highest possible return,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-241,"My situation is as follows: I am 64 and I want a portfolio recommendation based on my circumstances. I have two goals at the same time: medical costs soon and retirement later. I need access to cash this year for medical expenses. I recently changed jobs and do not have much cash set aside. I am willing to accept higher risk for higher expected return, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Medical costs soon and retirement later; I need access to cash this year for medical expenses; I recently changed jobs and do not have much cash set aside,Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-242,"My situation is as follows: I am 68 and I want a portfolio recommendation based on my circumstances. I want to build wealth faster than I have so far. My household depends mostly on one unstable income. I could withdraw a small portion in the medium term. I want to catch up quickly because everyone around me seems to be making money. I am asking for a recommendation, but I may be putting too much weight on recent market excitement.",My household depends mostly on one unstable income; I could withdraw a small portion in the medium term; I want to catch up quickly because everyone around me seems to be making money,Human review,Yes,High,Low,Moderate,High,Human review,Yes,4,0,0,No
ILS-243,"As a 46-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am building an education fund and want the money to grow without excessive risk. My household income is steady, although I can save monthly, although I still have normal household commitments. I could withdraw a small portion in the medium term. I can accept some ups and downs but not extreme losses, so I would prefer a portfolio that balances growth and stability.",I am building an education fund and want the money to grow without excessive risk.; I could withdraw a small portion in the medium term; I can accept some ups and downs but not extreme losses,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-244,"I am 46 and would like investment advice that reflects my goals and constraints. I want to increase my retirement savings quickly. I still carry high-interest debt and have limited savings. I expect to use part of the funds for tuition in about two years. I want to catch up quickly because everyone around me seems to be making money. I am asking for a recommendation, but I may be putting too much weight on recent market excitement.",I still carry high-interest debt and have limited savings; I expect to use part of the funds for tuition in about two years; I want to catch up quickly because everyone around me seems to be making money,Human review,Yes,High,Low,High,High,Human review,Yes,4,0,0,No
ILS-245,"My situation is as follows: I am 55 and I want a portfolio recommendation based on my circumstances. This account partly supports my emergency reserve. I have some family expenses, but also a modest emergency fund. I may need access to some cash before the end of five years. I become very uncomfortable when my account falls even a little. I would accept lower returns if that reduces the chance of a meaningful loss.",This account partly supports my emergency reserve.; I may need access to some cash before the end of five years; I become very uncomfortable when my account falls even a little,Conservative,No,Low,Moderate,Moderate,Low,Conservative,No,4,0,0,No
ILS-246,"My situation is as follows: I am 42 and I want a portfolio recommendation based on my circumstances. I am approaching retirement and want to protect what I have accumulated. I have some family expenses, but also a modest emergency fund. I may use part of the money in three to five years. I become very uncomfortable when my account falls even a little. I would accept lower returns if that reduces the chance of a meaningful loss.",I am approaching retirement and want to protect what I have accumulated.; I may use part of the money in three to five years; I become very uncomfortable when my account falls even a little,Capital preservation,No,Low,Moderate,Moderate,Medium,Capital preservation,No,4,0,0,No
ILS-247,"As a 68-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I want general wealth growth but do not want a very aggressive strategy. My salary is stable, although I can save monthly, although I still have normal household commitments. I might need a portion of the funds for a home improvement project in a few years. I can accept some ups and downs but not extreme losses, so I would prefer a portfolio that balances growth and stability.",I want general wealth growth but do not want a very aggressive strategy.; I might need a portion of the funds for a home improvement project in a few years; I can accept some ups and downs but not extreme losses,Growth,No,Moderate,Moderate,Moderate,Low,Balanced,No,2,2,0,No
ILS-248,"I am 31 and would like investment advice that reflects my goals and constraints. My main goal is retirement planning more than fifteen years away. My salary is stable, and I have a strong cash buffer and no major short-term debts. I have no planned withdrawals from this account in the near future. I am comfortable with large short-term swings, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","My main goal is retirement planning more than fifteen years away.; My salary is stable, and I have a strong cash buffer and no major short-term debts; I have no planned withdrawals from this account in the near future; I am comfortable with large short-term swings",Aggressive growth,No,High,High,Low,Low,Aggressive growth,No,3,0,1,No
ILS-249,"As a 34-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am building an education fund and want the money to grow without excessive risk. I have stable consulting income, although I have a stable job, but my cash buffer is only moderate. I can leave the funds invested for a long period. I am comfortable with moderate risk if the reason is clear, so I would prefer a portfolio that balances growth and stability.",I am building an education fund and want the money to grow without excessive risk.; I can leave the funds invested for a long period; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,Moderate,Low,Low,Balanced,No,4,0,0,No
ILS-250,I am 61 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. This investment account is separate from my living expenses. I might need a portion of the funds for a home improvement project in a few years. I am comfortable with moderate risk if the reason is clear. I prefer stability and clear explanation over maximum growth.,Reliable income and avoid a large drawdown; I might need a portion of the funds for a home improvement project in a few years; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,High,Moderate,Low,Balanced,No,4,0,0,No
